"cityName","currentConfirmedCount","confirmedCount","suspectedCount","curedCount","deadCount","locationId"
"银川",0,36,0,36,0,640100
"吴忠",0,28,0,28,0,640300
"固原",0,5,0,5,0,640400
"中卫",0,4,0,4,0,640500
"宁东",0,1,0,1,0,0
"石嘴山",0,1,0,1,0,640200
