"cityName","currentConfirmedCount","confirmedCount","suspectedCount","curedCount","deadCount","locationId"
"境外输入",4,47,0,43,0,0
"兰州",0,36,0,34,2,620100
"天水",0,12,0,12,0,620500
"平凉",0,9,0,9,0,620800
"定西",0,9,0,9,0,621100
"甘南",0,8,0,8,0,623000
"白银",0,4,0,4,0,620400
"陇南",0,4,0,4,0,621200
"庆阳",0,3,0,3,0,621000
"临夏",0,3,0,3,0,622900
"张掖",0,2,0,2,0,620700
"金昌",0,1,0,1,0,620300
"省级（湖北输入）",0,1,0,1,0,0
