"cityName","currentConfirmedCount","confirmedCount","suspectedCount","curedCount","deadCount","locationId"
"南宁",0,55,0,55,0,450100
"北海",0,44,0,43,1,450500
"桂林",0,32,0,32,0,450300
"河池",0,28,0,27,1,451200
"柳州",0,24,0,24,0,450200
"防城港",0,19,0,19,0,450600
"玉林",0,11,0,11,0,450900
"来宾",0,11,0,11,0,451300
"钦州",0,8,0,8,0,450700
"贵港",0,8,0,8,0,450800
"梧州",0,5,0,5,0,450400
"贺州",0,4,0,4,0,451100
"百色",0,3,0,3,0,451000
"境外输入",0,2,0,2,0,0
