"cityName","currentConfirmedCount","confirmedCount","suspectedCount","curedCount","deadCount","locationId"
"三亚",0,54,0,53,1,460200
"海口",0,39,0,39,0,460100
"儋州",0,15,0,14,1,460400
"万宁",0,13,0,13,0,469006
"澄迈",0,9,0,8,1,469023
"昌江",0,7,0,7,0,469026
"琼海",0,6,0,5,1,469002
"临高",0,6,0,6,0,469024
"陵水",0,4,0,4,0,469028
"定安",0,3,0,2,1,469021
"文昌",0,3,0,3,0,469005
"东方",0,3,0,2,1,469007
"保亭",0,3,0,3,0,469029
"乐东",0,2,0,2,0,469027
"琼中",0,1,0,1,0,469030
