"cityName","currentConfirmedCount","confirmedCount","suspectedCount","curedCount","deadCount","locationId"
"境外输入",1,2,0,1,0,0
"南昌",0,230,0,230,0,360100
"新余",0,130,0,130,0,360500
"上饶",0,123,0,123,0,361100
"九江",0,118,0,118,0,360400
"宜春",0,106,0,106,0,360900
"赣州",0,76,0,75,1,360700
"抚州",0,72,0,72,0,361000
"萍乡",0,33,0,33,0,360300
"吉安",0,22,0,22,0,360800
"鹰潭",0,18,0,18,0,360600
"景德镇",0,6,0,6,0,360200
"赣江新区",0,1,0,1,0,0
