"cityName","currentConfirmedCount","confirmedCount","suspectedCount","curedCount","deadCount","locationId"
"境外输入",25,44,0,19,0,0
"宝坻区",0,60,0,58,2,120115
"河东区",0,15,0,14,1,120102
"河北区",0,12,0,12,0,120105
"北辰区",0,6,0,6,0,120113
"南开区",0,6,0,6,0,120104
"和平区",0,6,0,6,0,120101
"外地来津",0,6,0,6,0,-1
"东丽区",0,4,0,4,0,120110
"宁河区",0,4,0,4,0,120117
"河西区",0,4,0,4,0,120103
"西青区",0,4,0,4,0,120111
"滨海新区",0,3,0,3,0,120116
"武清区",0,2,0,2,0,120114
"红桥区",0,2,0,2,0,120106
"津南区",0,2,0,2,0,120112
