"cityName","currentConfirmedCount","confirmedCount","suspectedCount","curedCount","deadCount","locationId"
"合肥",0,174,0,173,1,340100
"蚌埠",0,160,0,155,5,340300
"阜阳",0,155,0,155,0,341200
"亳州",0,108,0,108,0,341600
"安庆",0,83,0,83,0,340800
"六安",0,69,0,69,0,341500
"宿州",0,41,0,41,0,341300
"马鞍山",0,38,0,38,0,340500
"芜湖",0,34,0,34,0,340200
"铜陵",0,29,0,29,0,340700
"淮北",0,27,0,27,0,340600
"淮南",0,27,0,27,0,340400
"池州",0,17,0,17,0,341700
"滁州",0,13,0,13,0,341100
"黄山",0,9,0,9,0,341000
"宣城",0,6,0,6,0,341800
