"cityName","currentConfirmedCount","confirmedCount","suspectedCount","curedCount","deadCount","locationId"
"境外输入",32,48,1,16,0,0
"嘉兴",1,46,0,45,0,330400
"温州",0,504,0,503,1,330300
"杭州",0,181,0,181,0,330100
"宁波",0,157,0,157,0,330200
"台州",0,146,0,146,0,331000
"金华",0,55,0,55,0,330700
"绍兴",0,42,0,42,0,330600
"省十里丰监狱",0,36,0,36,0,0
"丽水",0,17,0,17,0,331100
"衢州",0,14,0,14,0,330800
"湖州",0,10,0,10,0,330500
"舟山",0,10,0,10,0,330900
