"cityName","currentConfirmedCount","confirmedCount","suspectedCount","curedCount","deadCount","locationId"
"境外输入",9,10,0,1,0,0
"昆明",0,53,0,53,0,530100
"昭通",0,25,0,25,0,530600
"西双版纳",0,15,0,14,1,532800
"玉溪",0,14,0,13,1,530400
"曲靖",0,13,0,13,0,530300
"大理州",0,13,0,13,0,0
"红河州",0,9,0,9,0,0
"保山",0,9,0,9,0,530500
"丽江",0,7,0,7,0,530700
"德宏州",0,5,0,5,0,0
"普洱",0,4,0,4,0,530800
"楚雄州",0,4,0,4,0,0
"文山州",0,2,0,2,0,0
"临沧",0,1,0,1,0,530900
