"cityName","currentConfirmedCount","confirmedCount","suspectedCount","curedCount","deadCount","locationId"
"境外输入人员",42,55,1,13,0,0
"福州",0,72,0,71,1,350100
"莆田",0,56,0,56,0,350300
"泉州",0,47,0,47,0,350500
"厦门",0,35,0,35,0,350200
"宁德",0,26,0,26,0,350900
"漳州",0,20,0,20,0,350600
"南平",0,20,0,20,0,350700
"三明",0,14,0,14,0,350400
"龙岩",0,6,0,6,0,350800
