"cityName","currentConfirmedCount","confirmedCount","suspectedCount","curedCount","deadCount","locationId"
"境外输入",1,1,0,0,0,0
"贵阳",0,36,0,35,1,520100
"遵义",0,32,0,32,0,520300
"毕节",0,23,0,23,0,520500
"黔南州",0,17,0,17,0,522700
"六盘水",0,10,0,9,1,520200
"铜仁",0,10,0,10,0,520600
"黔东南州",0,10,0,10,0,522600
"安顺",0,4,0,4,0,520400
"黔西南州",0,4,0,4,0,522300
