"cityName","currentConfirmedCount","confirmedCount","suspectedCount","curedCount","deadCount","locationId"
"境外输入",7,11,0,4,0,0
"西安",0,120,0,117,3,610100
"安康",0,26,0,26,0,610900
"汉中",0,26,0,26,0,610700
"咸阳",0,17,0,17,0,610400
"渭南",0,15,0,15,0,610500
"宝鸡",0,13,0,13,0,610300
"延安",0,8,0,8,0,610600
"铜川",0,8,0,8,0,610200
"商洛",0,7,0,7,0,611000
"榆林",0,3,0,3,0,610800
"韩城",0,1,0,1,0,610581
"杨凌",0,1,0,1,0,0
